GDAY_DS,T_ID,VS_T_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SF,BB,HP,KK,GD,OBP,win
20190718,HH,NC,36,32,4,4,8,2,0,0,0,0,1,3,0,9,1,0.305555556,0
20190718,SS,WO,37,32,1,1,5,4,0,0,0,0,0,4,0,6,0,0.25,0
20190718,WO,SS,37,32,5,5,11,8,2,1,4,1,0,4,1,2,1,0.432432432,1
20190726,HH,SS,44,38,6,8,12,8,0,2,0,0,0,5,1,8,1,0.409090909,0
20190726,SS,HH,40,35,9,9,14,6,0,3,0,2,1,4,0,5,1,0.45,1
20190726,NC,WO,34,30,4,4,6,2,0,1,2,0,1,2,1,6,2,0.264705882,0
20190726,WO,NC,34,33,4,5,10,4,0,0,2,1,0,0,0,8,0,0.303030303,1
20190726,SK,LT,39,37,6,8,14,2,0,1,0,2,0,2,0,2,1,0.41025641,1
20190726,LT,SK,40,35,6,6,10,2,0,1,2,0,2,3,0,6,0,0.325,0
20190727,HH,SS,41,38,4,6,11,2,2,0,2,0,0,3,0,9,0,0.341463415,0
20190727,SS,HH,36,33,7,7,11,6,2,2,2,0,1,2,0,7,1,0.361111111,1
20190727,HT,OB,38,31,1,1,6,0,0,1,0,0,0,6,1,4,2,0.342105263,0
20190727,OB,HT,48,41,11,12,17,6,0,1,0,0,1,4,1,3,0,0.468085106,1
20190727,LG,KT,39,32,4,5,10,0,0,1,6,1,1,4,0,7,1,0.378378378,1
20190727,KT,LG,37,32,2,2,9,0,0,1,6,0,1,4,0,7,2,0.351351351,0
20190727,NC,WO,33,30,1,1,8,6,0,0,2,0,0,2,1,3,4,0.333333333,0
20190727,WO,NC,33,28,4,4,6,0,2,0,0,0,0,4,1,6,2,0.333333333,1
20190727,SK,LT,44,36,4,4,10,2,0,0,4,0,1,5,2,6,0,0.386363636,1
20190727,LT,SK,36,30,0,0,4,0,0,0,0,0,0,5,1,11,1,0.277777778,0
20190728,HH,SS,38,35,5,6,8,8,0,0,2,0,0,2,1,2,1,0.289473684,0
20190728,SS,HH,44,35,13,13,12,4,0,1,0,0,0,5,4,4,1,0.477272727,1
20190728,LG,KT,45,39,10,10,11,4,0,2,0,0,0,6,0,6,0,0.377777778,1
20190728,KT,LG,42,36,1,1,10,4,0,0,0,0,0,5,1,11,0,0.380952381,0
20190728,NC,WO,44,40,10,11,15,6,0,1,0,1,0,4,0,8,3,0.431818182,1
20190728,WO,NC,34,33,0,0,4,4,0,0,0,0,0,0,1,7,0,0.147058824,0
20190728,SK,LT,38,36,3,3,10,4,0,0,0,1,0,2,0,6,1,0.315789474,1
20190728,LT,SK,33,31,0,0,5,0,0,0,4,0,0,2,0,13,1,0.212121212,0
20190730,HH,KT,37,35,2,2,11,2,0,0,2,0,0,1,1,1,1,0.351351351,0
20190730,KT,HH,32,32,3,3,9,4,2,0,0,1,0,0,0,5,0,0.28125,1
20190730,HT,SK,41,31,2,2,6,8,0,0,2,0,0,9,1,6,0,0.390243902,1
20190730,SK,HT,29,27,0,0,3,4,0,0,2,1,0,2,0,7,1,0.172413793,0
20190730,LT,SS,37,33,2,2,8,4,0,1,2,1,0,4,0,6,2,0.324324324,0
20190730,SS,LT,36,32,5,5,11,6,2,1,2,1,0,3,1,6,2,0.416666667,1
20190730,OB,NC,41,32,9,9,10,2,2,0,0,1,2,4,2,4,0,0.4,1
20190730,NC,OB,36,34,1,1,7,2,0,0,2,1,0,1,1,9,0,0.25,0
20190730,WO,LG,35,34,4,4,9,0,0,2,0,0,0,1,0,6,0,0.285714286,1
20190730,LG,WO,41,34,2,2,8,0,0,1,0,0,0,6,1,7,2,0.365853659,0
20190731,HH,KT,35,32,5,5,10,2,0,1,2,0,0,2,0,5,3,0.352941176,1
20190731,KT,HH,37,33,2,2,7,0,0,0,4,0,0,4,0,5,1,0.297297297,0
20190731,HT,SK,45,36,6,6,11,0,0,1,2,0,0,9,0,8,2,0.444444444,1
20190731,SK,HT,34,30,2,2,4,2,0,0,0,0,0,4,0,8,0,0.235294118,0
20190731,LT,SS,44,39,8,8,11,2,4,3,2,0,0,5,0,10,0,0.363636364,1
20190731,SS,LT,35,32,4,4,8,2,0,3,0,0,0,3,0,5,2,0.314285714,0
20190731,OB,NC,42,34,2,4,7,6,0,0,2,1,0,7,1,4,1,0.357142857,0
20190731,NC,OB,37,35,8,8,13,2,0,2,0,0,0,1,1,3,2,0.405405405,1
20190731,WO,LG,44,38,7,8,11,2,2,0,2,1,1,4,1,4,0,0.363636364,1
20190731,LG,WO,33,31,0,0,7,0,0,0,0,0,0,2,0,4,3,0.272727273,0
20190801,HH,KT,38,36,3,3,9,2,0,0,2,1,0,2,0,9,0,0.289473684,1
20190801,KT,HH,35,32,1,1,8,0,0,0,2,0,0,2,0,9,0,0.294117647,0
20190801,HT,SK,35,32,1,1,5,2,0,0,0,0,0,2,1,6,0,0.228571429,0
20190801,SK,HT,38,36,10,10,12,6,0,3,0,0,0,2,0,7,0,0.368421053,1
20190801,LT,SS,40,32,8,9,7,2,0,2,0,0,0,6,2,2,2,0.375,1
20190801,SS,LT,32,31,4,4,5,2,0,2,0,0,0,1,0,9,1,0.1875,0
20190801,OB,NC,45,39,2,3,8,0,0,0,6,0,1,5,0,7,0,0.288888889,1
20190801,NC,OB,43,35,2,2,7,0,0,0,2,2,0,5,2,9,0,0.333333333,0
20190801,WO,LG,37,30,4,5,4,0,0,1,2,1,0,7,0,11,1,0.297297297,0
20190801,LG,WO,43,40,11,11,17,14,0,0,0,0,0,3,0,5,1,0.465116279,1
20190803,KT,WO,40,35,6,7,11,6,2,0,0,2,1,2,0,4,1,0.342105263,1
20190803,WO,KT,35,30,1,1,6,0,0,0,2,0,0,5,0,4,3,0.314285714,0
20190803,NC,HT,33,29,0,1,3,0,0,0,0,1,0,3,1,8,1,0.212121212,0
20190803,HT,NC,37,33,5,5,10,4,0,1,4,0,0,2,1,6,0,0.361111111,1
20190803,OB,LT,36,31,1,1,4,2,0,0,2,0,1,4,0,6,0,0.222222222,0
20190803,LT,OB,32,31,2,2,9,6,0,0,0,0,0,1,0,2,2,0.3125,1
20190803,SK,HH,41,36,3,3,10,4,0,0,0,0,0,3,1,4,0,0.35,1
20190803,HH,SK,34,33,0,0,6,0,0,0,0,0,0,1,0,6,0,0.205882353,0
20190803,SS,LG,45,41,9,10,14,0,2,2,4,1,0,3,1,8,0,0.4,0
20190803,LG,SS,45,34,13,13,15,4,0,1,4,1,3,6,1,7,0,0.5,1
20190804,KT,WO,36,32,5,5,7,2,4,0,0,0,1,2,0,9,0,0.257142857,1
20190804,WO,KT,39,37,3,3,9,2,2,0,2,0,0,2,0,7,0,0.282051282,0
20190804,NC,HT,29,29,0,0,2,0,0,0,2,0,0,0,0,7,0,0.068965517,0
20190804,HT,NC,27,26,1,1,3,0,0,1,0,0,0,1,0,3,0,0.148148148,1
20190804,OB,LT,37,35,4,4,10,6,0,1,0,0,0,2,0,4,1,0.324324324,0
20190804,LT,OB,44,40,7,9,19,8,0,0,0,1,1,1,2,5,0,0.5,1
20190804,SK,HH,34,31,2,2,5,2,0,0,0,1,0,2,1,6,1,0.235294118,0
20190804,HH,SK,41,37,8,8,13,4,0,1,2,0,0,4,0,7,0,0.414634146,1
20190804,SS,LG,35,33,2,2,7,2,0,0,4,0,1,1,0,6,0,0.228571429,1
20190804,LG,SS,33,32,1,1,8,2,0,0,0,1,0,1,0,3,1,0.272727273,0
20190806,HH,OB,37,37,3,3,11,4,2,0,0,2,0,0,0,7,0,0.297297297,0
20190806,OB,HH,44,39,7,8,16,4,0,1,2,0,1,4,0,2,0,0.454545455,1
20190806,KT,SK,38,35,3,3,8,0,0,1,8,0,0,2,1,9,1,0.289473684,1
20190806,SK,KT,33,31,0,0,5,0,0,0,2,1,0,2,0,8,0,0.212121212,0
20190806,LG,HT,53,45,16,17,18,6,0,1,0,0,1,5,2,10,0,0.471698113,1
20190806,HT,LG,40,39,3,4,14,4,0,0,0,0,0,1,0,4,2,0.375,0
20190807,HH,OB,41,36,7,7,13,2,0,1,2,0,1,1,3,2,3,0.414634146,1
20190807,OB,HH,42,38,5,5,11,0,2,1,2,0,1,3,0,5,1,0.333333333,0
20190807,KT,SK,32,30,2,2,4,0,2,1,0,0,0,2,0,4,1,0.1875,0
20190807,SK,KT,36,32,5,5,9,4,0,0,0,0,0,4,0,1,1,0.361111111,1
20190807,LG,HT,35,31,4,5,8,2,0,0,2,0,1,3,0,7,2,0.314285714,0
20190807,HT,LG,38,32,10,10,12,4,0,0,2,1,1,4,1,6,0,0.447368421,1
20190807,SS,NC,47,37,1,1,7,2,0,0,0,3,0,7,2,11,1,0.347826087,0
20190807,NC,SS,45,37,2,2,6,2,0,2,0,0,0,5,1,5,1,0.279069767,1
20190807,WO,LT,49,43,15,16,17,8,4,2,0,0,1,4,0,7,0,0.4375,1
20190807,LT,WO,36,33,4,4,7,4,0,1,0,0,1,0,2,6,0,0.25,0
20190808,HH,HT,41,34,2,2,7,2,0,0,2,0,0,4,3,5,2,0.341463415,0
20190808,HT,HH,35,30,5,5,11,2,0,0,2,1,1,4,0,5,1,0.428571429,1
20190808,KT,OB,34,32,2,2,8,2,0,0,2,0,0,2,0,9,0,0.294117647,0
20190808,OB,KT,37,31,7,7,10,4,0,2,2,1,0,4,1,2,2,0.416666667,1
20190808,LG,NC,39,39,2,2,12,4,0,1,0,0,0,0,0,4,1,0.307692308,0
20190808,NC,LG,50,37,11,13,13,8,2,1,0,0,0,10,1,2,0,0.5,1
20190808,LT,SS,42,40,6,8,12,2,4,1,4,0,0,2,0,9,0,0.333333333,1
20190808,SS,LT,37,31,0,0,5,2,0,0,0,0,0,4,2,4,1,0.297297297,0
20190808,SK,WO,40,38,5,6,10,4,0,0,0,0,0,2,0,11,0,0.3,1
20190808,WO,SK,35,35,0,1,8,0,0,0,0,0,0,0,0,7,0,0.228571429,0
20190809,HH,HT,39,36,4,4,10,0,0,2,0,0,1,2,0,7,1,0.307692308,0
20190809,HT,HH,42,38,9,10,14,10,0,0,0,0,0,3,1,5,1,0.428571429,1
20190809,KT,OB,37,34,1,1,6,0,0,0,0,0,0,2,0,5,0,0.222222222,0
20190809,OB,KT,35,28,3,3,6,0,2,0,4,0,1,5,0,3,2,0.323529412,1
20190809,LG,NC,44,38,4,5,11,4,0,0,0,2,0,5,0,11,1,0.372093023,1
20190809,NC,LG,37,32,2,2,6,2,0,1,2,1,0,5,0,6,2,0.297297297,0
20190809,LT,SS,43,37,6,6,10,4,0,1,0,0,0,5,1,7,0,0.372093023,1
20190809,SS,LT,33,29,2,3,3,2,0,0,0,0,1,2,0,7,0,0.15625,0
20190809,SK,WO,40,35,4,4,9,4,0,0,2,0,0,3,1,4,0,0.333333333,0
20190809,WO,SK,45,37,5,5,14,6,0,0,2,0,1,5,1,9,0,0.454545455,1
20190810,HH,KT,35,30,4,4,6,4,0,1,0,0,0,4,1,6,2,0.314285714,0
20190810,KT,HH,36,34,5,5,10,0,0,2,0,0,0,2,0,6,1,0.333333333,1
20190810,HT,SS,42,37,7,7,12,12,2,1,2,0,1,3,0,4,1,0.365853659,1
20190810,SS,HT,31,30,2,2,5,0,0,2,0,0,0,1,0,4,2,0.193548387,0
20190810,LT,NC,34,33,4,4,6,4,0,1,0,0,0,1,0,9,0,0.205882353,0
20190810,NC,LT,34,31,7,7,9,4,0,0,0,0,0,3,0,5,1,0.352941176,1
20190810,OB,WO,38,34,2,2,10,4,0,0,2,0,1,3,0,8,1,0.342105263,0
20190810,WO,OB,44,34,10,10,13,10,2,0,2,0,2,5,3,2,1,0.477272727,1
20190810,SK,LG,37,31,2,2,7,4,0,0,2,1,1,4,1,5,0,0.324324324,1
20190810,LG,SK,33,31,0,0,5,0,0,0,0,1,0,2,0,8,0,0.212121212,0
20190811,HH,KT,39,35,6,6,9,6,0,1,2,0,0,2,0,8,0,0.297297297,1
20190811,KT,HH,44,39,4,4,12,4,0,0,0,0,1,4,0,6,1,0.363636364,0
20190811,HT,SS,44,38,4,4,10,6,0,0,2,0,0,6,0,7,0,0.363636364,0
20190811,SS,HT,41,33,5,5,10,0,0,1,2,0,1,6,1,8,0,0.414634146,1
20190811,LT,NC,36,32,1,1,8,0,0,0,0,0,0,4,0,10,3,0.333333333,0
20190811,NC,LT,39,32,9,9,13,4,2,3,4,0,2,3,0,6,2,0.432432432,1
20190811,OB,WO,52,46,10,12,20,6,0,0,4,1,1,3,2,4,0,0.480769231,1
20190811,WO,OB,41,37,7,7,13,2,0,3,0,0,1,3,0,3,2,0.390243902,0
20190811,SK,LG,36,34,3,3,9,4,0,0,6,1,1,1,0,8,0,0.277777778,0
20190811,LG,SK,32,28,4,4,8,2,0,2,0,1,0,3,0,5,1,0.35483871,1
20190813,KT,LT,41,40,5,5,12,2,0,1,0,0,0,1,0,7,0,0.317073171,0
20190813,LT,KT,40,37,6,6,13,10,0,1,4,0,0,3,0,7,0,0.4,1
20190813,NC,HH,50,43,10,10,18,2,2,3,0,0,0,6,1,4,1,0.5,1
20190813,HH,NC,36,33,2,2,8,4,0,0,0,0,0,2,1,6,2,0.305555556,0
20190813,OB,HT,37,31,5,5,7,2,2,2,2,0,2,4,0,5,2,0.297297297,1
20190813,HT,OB,41,33,2,2,9,8,0,0,0,0,1,7,0,5,2,0.390243902,0
20190813,SS,SK,32,31,1,1,7,0,0,1,2,0,0,1,0,6,3,0.25,0
20190813,SK,SS,35,27,4,4,6,0,4,1,0,2,1,4,3,10,0,0.371428571,1
20190813,WO,LG,41,33,7,7,10,6,2,1,4,1,1,7,0,4,2,0.414634146,0
20190813,LG,WO,43,36,8,8,15,2,0,1,2,0,0,4,1,6,0,0.487804878,1
20190814,KT,LT,42,34,6,6,12,8,0,1,0,0,1,4,1,4,2,0.425,1
20190814,LT,KT,32,31,0,0,5,6,0,0,0,0,0,1,0,7,0,0.1875,0
20190814,NC,HH,35,31,3,3,4,2,0,1,0,0,0,4,0,8,0,0.228571429,0
20190814,HH,NC,42,38,8,9,13,2,2,1,0,0,0,4,0,3,1,0.404761905,1
20190814,OB,HT,38,32,0,1,7,0,0,0,0,1,0,5,0,4,1,0.324324324,0
20190814,HT,OB,34,30,4,4,8,4,0,0,0,0,1,2,1,3,1,0.323529412,1
20190814,WO,LG,47,40,14,14,17,4,0,3,4,1,0,4,2,3,2,0.5,1
20190814,LG,WO,31,30,0,0,4,6,0,0,0,0,0,1,0,8,1,0.161290323,0
20190815,HH,LT,37,35,5,5,11,0,0,0,2,1,0,1,1,10,1,0.351351351,0
20190815,LT,HH,41,39,11,11,16,4,0,3,0,0,0,2,0,10,0,0.43902439,1
20190815,NC,WO,38,35,3,3,8,6,2,0,2,0,0,1,1,3,0,0.27027027,0
20190815,WO,NC,36,30,4,4,9,4,2,0,0,0,2,3,0,3,0,0.342857143,1
20190815,SK,HT,42,37,7,7,11,8,2,1,2,1,0,5,0,8,0,0.380952381,1
20190815,HT,SK,43,35,6,6,9,2,0,1,2,0,0,8,0,10,0,0.395348837,0
20190816,HH,LT,32,31,2,2,7,4,0,0,0,1,0,0,1,6,1,0.25,1
20190816,LT,HH,32,29,1,1,4,2,0,0,0,1,0,2,1,3,1,0.21875,0
20190816,LG,OB,36,32,4,4,6,0,0,1,2,0,1,2,1,2,2,0.25,0
20190816,OB,LG,40,35,7,7,14,6,2,1,2,2,1,4,0,8,0,0.45,1
20190816,NC,WO,39,35,4,4,10,4,0,0,2,1,0,4,0,4,1,0.358974359,0
20190816,WO,NC,40,36,5,6,13,2,0,2,4,0,0,4,0,6,1,0.425,1
20190816,SK,HT,31,30,0,0,3,0,0,0,2,0,0,1,0,11,0,0.129032258,0
20190816,HT,SK,33,29,0,1,6,0,0,0,0,0,0,4,0,3,2,0.303030303,1
20190816,SS,KT,39,32,1,1,5,4,0,0,0,0,0,5,2,3,0,0.307692308,0
20190816,KT,SS,44,37,9,9,13,4,0,1,0,0,0,6,0,5,0,0.441860465,1
20190817,HH,WO,40,40,8,8,14,4,2,2,0,2,0,0,0,7,1,0.35,1
20190817,WO,HH,36,32,3,4,8,4,0,1,0,0,1,2,1,2,2,0.305555556,0
20190817,KT,HT,46,40,4,4,12,0,0,1,0,0,0,5,1,9,1,0.391304348,1
20190817,HT,KT,40,36,3,3,10,6,0,1,2,0,0,2,1,4,3,0.333333333,0
20190817,LG,SS,37,32,2,2,8,0,0,1,0,0,0,3,2,7,3,0.351351351,0
20190817,SS,LG,39,31,7,7,10,6,0,0,0,0,1,4,1,6,0,0.405405405,1
20190817,LT,OB,32,31,2,2,5,0,2,0,0,0,1,0,0,6,1,0.15625,0
20190817,OB,LT,43,37,9,9,13,6,2,0,0,0,1,3,2,5,1,0.418604651,1
20190817,SK,NC,30,28,0,0,3,0,0,0,0,1,0,2,0,5,1,0.166666667,0
20190817,NC,SK,41,35,8,9,10,4,0,2,4,0,0,5,1,2,0,0.390243902,1
20190818,HH,WO,39,33,5,5,9,0,0,0,2,1,1,3,2,6,0,0.358974359,1
20190818,WO,HH,40,36,4,4,9,0,0,2,0,0,0,4,0,7,0,0.325,0
20190818,KT,HT,39,31,2,2,5,0,0,0,2,0,0,8,0,7,0,0.333333333,1
20190818,HT,KT,37,35,1,1,9,4,0,0,2,1,0,2,0,10,0,0.297297297,0
20190818,LG,SS,41,34,8,8,11,8,0,2,0,0,1,4,2,3,1,0.414634146,1
20190818,SS,LG,37,32,1,1,7,2,0,0,0,0,1,4,0,8,0,0.297297297,0
20190818,LT,OB,35,32,3,3,6,4,0,0,0,0,1,2,0,11,1,0.228571429,0
20190818,OB,LT,42,31,11,11,12,6,0,0,0,0,1,5,2,1,1,0.487179487,1
20190818,SK,NC,37,35,4,4,12,8,0,1,0,1,1,1,0,7,0,0.351351351,0
20190818,NC,SK,38,34,5,7,11,4,2,0,0,0,1,3,0,4,2,0.368421053,1
20190820,HT,LG,39,35,3,3,7,2,0,0,0,0,0,4,0,5,0,0.282051282,0
20190820,LG,HT,51,40,14,15,14,2,2,0,4,0,1,7,3,9,0,0.470588235,1
20190820,LT,SK,34,30,0,0,4,2,0,0,2,0,0,3,1,8,1,0.235294118,0
20190820,SK,LT,35,31,5,5,10,4,0,1,2,0,1,2,1,5,1,0.371428571,1
20190820,OB,NC,31,31,2,2,4,0,0,2,0,0,0,0,0,3,0,0.129032258,0
20190820,NC,OB,33,29,3,3,8,4,0,1,0,0,0,2,0,2,1,0.322580645,1
20190820,SS,HH,40,30,5,5,6,2,0,0,4,0,1,8,1,2,0,0.375,1
20190820,HH,SS,31,31,0,0,4,0,0,0,2,0,0,0,0,12,0,0.129032258,0
20190820,WO,KT,34,32,0,0,5,0,0,0,0,0,0,2,0,2,0,0.205882353,0
20190820,KT,WO,37,34,6,6,13,4,0,1,2,1,0,2,1,7,0,0.432432432,1
20190821,HT,LG,39,35,4,4,9,2,0,1,4,0,1,2,1,7,0,0.307692308,0
20190821,LG,HT,36,33,5,6,11,4,0,0,2,0,1,2,0,5,1,0.361111111,1
20190821,LT,SK,34,32,4,4,9,0,0,1,0,0,2,0,0,6,2,0.264705882,0
20190821,SK,LT,36,34,5,5,10,2,0,0,4,0,0,2,0,7,2,0.333333333,1
20190821,WO,KT,42,35,8,8,10,2,0,2,2,0,1,6,0,9,1,0.380952381,1
20190821,KT,WO,33,33,1,1,6,0,2,0,2,0,0,0,0,7,1,0.181818182,0
20190822,HH,SK,42,36,6,6,11,6,0,1,4,0,1,3,2,5,0,0.380952381,0
20190822,SK,HH,41,33,6,8,13,4,0,0,2,1,1,5,1,7,2,0.475,1
20190822,HT,WO,51,44,5,5,13,10,0,0,2,1,0,6,0,3,2,0.38,0.5
20190822,WO,HT,45,44,5,5,10,6,0,1,0,0,0,1,0,7,1,0.244444444,0.5
20190822,LT,KT,36,35,2,2,10,2,0,2,0,0,0,0,1,6,1,0.305555556,0
20190822,KT,LT,36,33,4,4,11,8,0,0,0,0,0,1,1,4,2,0.371428571,1
20190822,NC,LG,40,34,5,5,9,0,2,1,2,1,1,4,1,10,0,0.35,1
20190822,LG,NC,35,31,2,2,3,0,0,0,0,0,0,1,2,9,0,0.176470588,0
20190822,OB,SS,48,41,13,13,15,6,2,3,0,0,0,6,1,5,1,0.458333333,1
20190822,SS,OB,34,31,1,1,4,0,0,0,0,0,0,3,0,7,0,0.205882353,0
20190823,HH,SK,37,33,2,2,9,0,0,0,4,1,0,4,0,7,1,0.351351351,0
20190823,SK,HH,38,35,5,6,11,2,0,1,2,0,0,3,0,6,0,0.368421053,1
20190823,HT,WO,34,34,0,0,7,2,0,0,0,0,0,0,0,7,0,0.205882353,0
20190823,WO,HT,38,34,6,6,12,8,0,0,0,0,0,4,0,6,2,0.421052632,1
20190823,LT,KT,48,47,3,3,13,6,2,1,0,0,0,0,0,9,1,0.276595745,0.5
20190823,KT,LT,53,44,3,3,9,0,0,1,4,0,0,9,0,11,1,0.339622642,0.5
20190823,NC,LG,38,32,1,2,8,0,0,1,0,1,0,1,4,5,1,0.351351351,0
20190823,LG,NC,41,34,7,8,14,2,0,2,2,0,1,3,2,5,1,0.475,1
20190823,OB,SS,46,39,8,8,15,2,2,1,0,0,2,5,0,2,0,0.434782609,1
20190823,SS,OB,37,31,4,4,4,2,0,1,2,0,0,5,1,4,0,0.27027027,0
20190824,HT,SK,34,33,2,3,7,0,0,1,0,0,0,1,0,7,0,0.235294118,0
20190824,SK,HT,37,30,4,4,8,6,0,0,2,1,0,5,1,5,0,0.388888889,1
20190824,KT,LG,42,36,8,8,10,0,0,3,0,0,0,5,1,8,1,0.380952381,0
20190824,LG,KT,44,41,12,12,14,6,0,1,0,0,0,2,1,6,0,0.386363636,1
20190824,NC,LT,43,38,8,8,15,14,0,1,4,0,3,2,0,6,2,0.395348837,1
20190824,LT,NC,36,32,3,3,8,0,0,2,0,1,1,3,0,3,1,0.305555556,0
20190824,OB,HH,50,44,11,13,16,8,2,2,4,1,0,6,0,6,0,0.44,1
20190824,HH,OB,36,34,3,3,10,8,0,0,0,1,1,1,0,4,2,0.305555556,0
20190824,WO,SS,41,34,1,1,9,4,2,0,0,0,0,6,0,7,0,0.375,0
20190824,SS,WO,32,30,2,2,7,6,0,0,0,0,0,2,0,6,1,0.28125,1
20190825,HT,SK,34,28,4,4,7,2,0,1,2,0,1,4,0,4,3,0.333333333,1
20190825,SK,HT,34,32,2,2,8,4,0,0,4,0,0,2,0,7,3,0.294117647,0
20190825,KT,LG,42,37,7,7,11,6,0,2,2,0,0,5,0,4,0,0.380952381,1
20190825,LG,KT,40,37,3,3,10,2,0,1,2,0,0,3,0,6,0,0.325,0
20190825,NC,LT,39,35,4,4,9,6,0,0,0,0,0,4,0,5,1,0.333333333,0
20190825,LT,NC,35,32,5,5,10,8,0,0,0,0,0,1,2,7,2,0.371428571,1
20190825,OB,HH,35,35,3,3,12,10,0,0,0,1,0,0,0,7,2,0.342857143,1
20190825,HH,OB,29,27,2,2,2,0,2,0,2,0,1,1,0,9,1,0.103448276,0
20190825,WO,SS,61,47,19,21,23,14,2,1,2,0,0,10,3,6,3,0.6,1
20190825,SS,WO,43,41,8,8,14,6,0,1,2,0,0,2,0,10,0,0.372093023,0
20190827,KT,NC,38,33,3,3,8,0,0,0,0,0,1,3,1,4,1,0.315789474,0
20190827,NC,KT,34,29,3,4,6,2,2,0,0,0,1,4,0,4,0,0.294117647,1
20190827,LG,LT,39,35,2,2,8,2,0,1,0,0,1,2,1,11,1,0.282051282,1
20190827,LT,LG,35,32,1,1,5,2,0,0,0,0,0,3,0,6,0,0.228571429,0
20190827,SK,OB,37,36,2,2,8,4,0,1,0,0,0,1,0,8,0,0.243243243,0
20190827,OB,SK,33,32,4,4,8,2,0,1,10,0,0,1,0,7,0,0.272727273,1
20190827,SS,HT,44,37,10,10,14,6,0,0,0,0,2,3,1,1,1,0.418604651,1
20190827,HT,SS,33,32,1,1,6,2,0,1,0,1,0,1,0,5,0,0.212121212,0
20190827,WO,HH,47,44,15,15,17,8,0,5,0,0,0,3,0,1,0,0.425531915,1
20190827,HH,WO,33,32,0,0,7,2,0,0,2,1,0,1,0,8,2,0.242424242,0
20190828,KT,NC,40,33,8,8,8,4,0,3,2,2,0,6,1,9,0,0.375,1
20190828,NC,KT,36,32,2,2,7,4,0,0,0,0,1,2,1,4,0,0.277777778,0
20190828,LG,LT,36,33,3,3,9,6,0,0,0,0,0,3,0,9,3,0.333333333,0
20190828,LT,LG,36,32,4,4,10,4,0,1,0,0,0,4,0,9,3,0.388888889,1
20190828,SK,OB,32,29,2,2,2,2,0,0,4,0,1,2,0,9,0,0.125,0
20190828,OB,SK,37,31,3,4,10,0,2,0,4,0,0,4,1,7,0,0.416666667,1
20190828,SS,HT,38,33,1,1,7,2,0,0,2,1,0,5,0,5,0,0.315789474,0
20190828,HT,SS,36,30,5,5,7,4,0,1,4,0,1,4,1,5,0,0.333333333,1
20190828,WO,HH,37,30,1,1,5,4,0,0,2,0,0,7,0,5,4,0.324324324,0
20190828,HH,WO,35,27,2,2,7,6,0,0,0,0,1,4,2,6,0,0.382352941,1
20190829,HT,NC,36,34,3,3,7,4,0,0,2,0,0,2,0,9,0,0.25,0
20190829,NC,HT,33,29,4,4,10,8,0,1,0,2,1,2,0,5,1,0.375,1
20190829,LT,WO,32,31,0,0,5,4,0,0,0,0,0,1,0,7,1,0.1875,0
20190829,WO,LT,36,32,3,4,8,2,0,0,4,0,0,4,0,8,1,0.333333333,1
20190829,OB,KT,42,36,8,8,10,4,0,2,0,2,0,5,1,6,0,0.380952381,0
20190829,KT,OB,41,36,11,11,16,2,0,1,0,0,0,2,1,2,2,0.487179487,1
20190829,SK,SS,42,37,4,4,11,0,0,0,0,0,0,5,0,7,0,0.380952381,0
20190829,SS,SK,37,27,5,5,7,4,0,0,4,1,2,6,1,0,0,0.388888889,1
20190830,HH,LG,37,32,0,1,6,2,2,0,0,0,0,4,0,7,1,0.277777778,1
20190830,LG,HH,37,31,0,0,4,0,0,0,2,0,0,6,0,9,0,0.27027027,0
20190830,HT,NC,44,40,8,8,14,4,2,1,0,0,0,4,0,5,1,0.409090909,1
20190830,NC,HT,41,35,2,2,9,0,0,1,0,0,1,4,1,2,0,0.341463415,0
20190830,LT,WO,32,30,1,2,4,2,0,1,0,0,0,2,0,7,0,0.1875,0
20190830,WO,LT,37,35,5,5,11,2,0,1,2,1,0,2,0,7,0,0.351351351,1
20190830,OB,KT,38,33,3,3,8,2,0,0,4,0,0,3,1,5,0,0.324324324,1
20190830,KT,OB,35,31,1,1,5,2,0,0,4,0,0,4,0,6,1,0.257142857,0
20190830,SK,SS,35,30,2,2,5,4,0,0,2,0,0,3,0,9,0,0.242424242,1
20190830,SS,SK,31,31,0,0,5,2,0,0,0,1,0,0,0,7,0,0.161290323,0
20190831,KT,HH,41,38,5,6,14,4,0,0,0,1,0,3,0,10,2,0.414634146,1
20190831,HH,KT,38,36,1,1,10,2,0,1,0,0,0,2,0,9,0,0.315789474,0
20190831,LG,SK,42,41,6,6,16,2,2,0,4,1,0,0,0,6,0,0.390243902,1
20190831,SK,LG,43,41,4,4,14,4,2,0,4,0,0,2,0,7,1,0.372093023,0
20190831,LT,HT,35,33,2,2,7,4,0,1,2,1,0,1,1,10,0,0.257142857,0
20190831,HT,LT,38,31,4,4,9,0,0,1,4,0,1,4,2,8,1,0.394736842,1
20190831,SS,OB,34,32,3,3,8,2,2,0,0,1,1,1,0,6,0,0.264705882,0
20190831,OB,SS,35,30,5,5,7,0,0,1,2,0,0,4,1,4,1,0.342857143,1
20190831,WO,NC,46,36,9,9,11,4,0,2,8,0,1,8,1,9,1,0.434782609,1
20190831,NC,WO,41,36,3,3,12,2,0,0,2,0,1,4,0,7,2,0.390243902,0
